//,prefix,name,class,checksw,sprite gr.,sprite sn.gr.,sprite c1,sprite c2,sprite,sprite des/sn,offset,size z,size xy,specterrain,minyear,maxyear,popul.,mail,probab,life,str. Name,c1a,c2a,c3a,rating,cost,flags,availability,zone,colour,c1,c2,c3,replace,building id,
HOUSELAYOUT1(,BASETROP,RESIDENTAL3_2_N_V2,CLASS_RESIDENTIAL,,spriteset_residental_garden2_gnd(4),spriteset_residental_garden2_gnd(4),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_residental_garden2(4),spriteset_residental_garden2(4),0,16,16,TILETYPE_DESERT,,,,,,,,,,,,,,,,,,,,,,)
HOUSELAYOUT1(,BASETROP,RESIDENTAL3_2_E,CLASS_RESIDENTIAL,,spriteset_residental3_gnd(1),spriteset_residental3_gnd(1),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_residental3(1),spriteset_residental3(1),0,16,16,TILETYPE_DESERT,,,,,,,,,,,,,,,,,,,,,94,)
TOWNBUILDING1X2V2(,BASETROP,RESIDENTAL3_2,CLASS_RESIDENTIAL,popmin1000_switch() && noslums12_switch() && sametypenearby1_max1_switch(),spriteset_residental_garden1_gnd(1),spriteset_residental_garden1_gnd(1),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_residental_garden1(1),spriteset_residental_garden1(1),0,16,16,TILETYPE_DESERT,1950,MAX_YEAR,35,12,5,10, STR_TOWN_BUILDING_NAME_RESIDENTAL_1,3,2,2,150,120,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TEMPERATE | CLIMATE_TROPICAL),bitmask(TOWNZONE_EDGE  | TOWNZONE_OUTER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_BBGM, PASS,MAIL,FOOD,0x07  ,93,)
HOUSELAYOUT1(,BASETROP,RESIDENTAL3_3_E_V2,CLASS_RESIDENTIAL,,spriteset_residental_garden1_gnd(2),spriteset_residental_garden1_gnd(2),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_residental_garden1(2),spriteset_residental_garden1(2),0,16,16,TILETYPE_DESERT,,,,,,,,,,,,,,,,,,,,,,)
HOUSELAYOUT1(,BASETROP,RESIDENTAL3_3_N_V2,CLASS_RESIDENTIAL,,spriteset_residental3_gnd(3),spriteset_residental3_gnd(3),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_residental3(3),spriteset_residental3(3),0,16,16,TILETYPE_DESERT,,,,,,,,,,,,,,,,,,,,,,)
HOUSELAYOUT1(,BASETROP,RESIDENTAL3_3_E,CLASS_RESIDENTIAL,,spriteset_residental_garden1_gnd(0),spriteset_residental_garden1_gnd(0),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_residental_garden1(0),spriteset_residental_garden1(0),0,16,16,TILETYPE_DESERT,,,,,,,,,,,,,,,,,,,,,96,)
TOWNBUILDING1X2V2(,BASETROP,RESIDENTAL3_3,CLASS_RESIDENTIAL,popmin1000_switch() && noslums12_switch() && sametypenearby1_max1_switch(),spriteset_residental3_gnd(2),spriteset_residental3_gnd(2),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_residental3(2),spriteset_residental3(2),0,16,16,TILETYPE_DESERT,1950,MAX_YEAR,35,12,3,10, STR_TOWN_BUILDING_NAME_RESIDENTAL_1,3,2,1,150,120,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TEMPERATE | CLIMATE_TROPICAL),bitmask(TOWNZONE_EDGE  | TOWNZONE_OUTER_SUBURB | TOWNZONE_INNER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_BBGM, PASS,MAIL,WATR,0x07  ,95,)
HOUSELAYOUT1(,BASETROP,RESIDENTAL3_4_W_V2,CLASS_RESIDENTIAL,,spriteset_residental_garden1_gnd(3),spriteset_residental_garden1_gnd(3),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_residental_garden1(3),spriteset_residental_garden1(3),0,16,16,TILETYPE_DESERT,,,,,,,,,,,,,,,,,,,,,,)
HOUSELAYOUT1(,BASETROP,RESIDENTAL3_4_N_V2,CLASS_RESIDENTIAL,,spriteset_residental3_gnd(3),spriteset_residental3_gnd(3),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_residental3(3),spriteset_residental3(3),0,16,16,TILETYPE_DESERT,,,,,,,,,,,,,,,,,,,,,,)
HOUSELAYOUT1(,BASETROP,RESIDENTAL3_4_W,CLASS_RESIDENTIAL,,spriteset_residental_garden1_gnd(4),spriteset_residental_garden1_gnd(4),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_residental_garden1(4),spriteset_residental_garden1(4),0,16,16,TILETYPE_DESERT,,,,,,,,,,,,,,,,,,,,,98,)
TOWNBUILDING2X1V2(,BASETROP,RESIDENTAL3_4,CLASS_RESIDENTIAL,popmin1000_switch() && noslums21_switch() && sametypenearby1_max1_switch(),spriteset_residental3_gnd(4),spriteset_residental3_gnd(4),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_residental3(4),spriteset_residental3(4),0,16,16,TILETYPE_DESERT,1950,MAX_YEAR,35,12,5,10, STR_TOWN_BUILDING_NAME_RESIDENTAL_1,3,2,2,150,120,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TEMPERATE | CLIMATE_TROPICAL),bitmask(TOWNZONE_EDGE  | TOWNZONE_OUTER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_BBGM, PASS,MAIL,WATR, 0x57  ,97,)
HOUSELAYOUT1(,BASETROP,RESIDENTAL3_5_E_V2,CLASS_RESIDENTIAL,,spriteset_residental_garden1_gnd(0),spriteset_residental_garden1_gnd(0),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_residental_garden1(0),spriteset_residental_garden1(0),0,16,16,TILETYPE_DESERT,,,,,,,,,,,,,,,,,,,,,,)
HOUSELAYOUT1(,BASETROP,RESIDENTAL3_5_N_V2,CLASS_RESIDENTIAL,,spriteset_residental3_gnd(1),spriteset_residental3_gnd(1),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_residental3(1),spriteset_residental3(1),0,16,16,TILETYPE_DESERT,,,,,,,,,,,,,,,,,,,,,,)
HOUSELAYOUT1(,BASETROP,RESIDENTAL3_5_E,CLASS_RESIDENTIAL,,spriteset_residental_garden1_gnd(2),spriteset_residental_garden1_gnd(2),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_residental_garden1(2),spriteset_residental_garden1(2),0,16,16,TILETYPE_DESERT,,,,,,,,,,,,,,,,,,,,,100,)
TOWNBUILDING1X2V2(,BASETROP,RESIDENTAL3_5,CLASS_RESIDENTIAL,popmin1000_switch() && noslums12_switch() && sametypenearby1_max1_switch(),spriteset_residental3_gnd(2),spriteset_residental3_gnd(2),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_residental3(2),spriteset_residental3(2),0,16,16,TILETYPE_DESERT,1955,MAX_YEAR,35,12,3,10, STR_TOWN_BUILDING_NAME_RESIDENTAL_1,3,2,1,150,120,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TEMPERATE | CLIMATE_TROPICAL),bitmask(TOWNZONE_EDGE  | TOWNZONE_OUTER_SUBURB | TOWNZONE_INNER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_BBGM, PASS,MAIL,WATR,0x07  ,99,)
HOUSELAYOUT1(,BASETROP,RESIDENTALFLAT1_E,CLASS_RESIDENTIAL,,spriteset_residental_garden2_gnd(3),spriteset_residental_garden2_gnd(3),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_residental_garden2(3),spriteset_residental_garden2(3),0,16,16,TILETYPE_DESERT,,,,,,,,,,,,,,,,,,,,,102,)
TOWNBUILDING1X2(,BASETROP,RESIDENTALFLAT1,CLASS_RESIDENTIAL,popmin1000_switch() && noslums12_switch() && sametypenearby1_max1_switch(),spriteset_residentalflat1_gnd(0),spriteset_residentalflat1_gnd(0),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_residentalflat1(0),spriteset_residentalflat1(0),0,16,16,TILETYPE_DESERT,1950,MAX_YEAR,45,15,3,15, STR_TOWN_BUILDING_NAME_RESIDENTAL_1,4,1,1,160,130,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL),bitmask(TOWNZONE_OUTER_SUBURB | TOWNZONE_INNER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_BGOR, PASS,MAIL,WATR,0x07  ,101,)
HOUSELAYOUT1(,BASETROP,RESIDENTALFLAT2_W,CLASS_RESIDENTIAL,,spriteset_residental_garden1_gnd(3),spriteset_residental_garden1_gnd(3),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_residental_garden1(3),spriteset_residental_garden1(3),0,16,16,TILETYPE_DESERT,,,,,,,,,,,,,,,,,,,,,104,)
TOWNBUILDING2X1(,BASETROP,RESIDENTALFLAT2,CLASS_RESIDENTIAL,popmin1000_switch() && noslums21_switch() && sametypenearby1_max1_switch(),spriteset_residentalflat1_gnd(1),spriteset_residentalflat1_gnd(1),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_residentalflat1(1),spriteset_residentalflat1(1),0,16,16,TILETYPE_DESERT,1950,MAX_YEAR,45,15,3,15, STR_TOWN_BUILDING_NAME_RESIDENTAL_1,3,2,1,160,130,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL),bitmask(TOWNZONE_INNER_SUBURB | TOWNZONE_OUTER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_BGOR, PASS,MAIL,WATR, 0x57  ,103,)
TOWNBUILDING1(,BASETROP,RESIDENTALFLAT3,CLASS_RESIDENTIAL,popmin1500_switch() && sameclassnearby2_switch(),spriteset_residentalflat1_gnd(2),spriteset_residentalflat1_gnd(2),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_residentalflat1(2),spriteset_residentalflat1(2),0,16,16,TILETYPE_DESERT,1967,MAX_YEAR,50,15,6,10, STR_TOWN_BUILDING_NAME_RESIDENTAL_1,4,2,1,160,140,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TEMPERATE | CLIMATE_TROPICAL),bitmask(TOWNZONE_INNER_SUBURB | TOWNZONE_OUTER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_SCSW_BGOR, PASS,MAIL,FOOD, 0x56  ,105,)
TOWNBUILDING1(,BASETROP,RESIDENTALFLAT4,CLASS_RESIDENTIAL,desert_only_switch() && sameclassnearby2_switch(),spriteset_residentalflat1_gnd(3),spriteset_residentalflat1_gnd(3),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_residentalflat1(3),spriteset_residentalflat1(3),0,16,16,TILETYPE_DESERT,1935,2045,25,8,3,5, STR_TOWN_BUILDING_NAME_RESIDENTAL_1,3,1,1,110,100,,bitmask(CLIMATE_TROPICAL),bitmask(TOWNZONE_OUTER_SUBURB | TOWNZONE_INNER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_N, PASS,MAIL,FOOD, 0x56  ,106,)
TOWNBUILDING1(,BASETROP,RESIDENTALFLAT5,CLASS_RESIDENTIAL,desert_only_switch() && sameclassnearby2_switch(),spriteset_residentalflat1_gnd(4),spriteset_residentalflat1_gnd(4),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_residentalflat1(4),spriteset_residentalflat1(4),0,16,16,TILETYPE_DESERT,1935,2045,25,8,3,5, STR_TOWN_BUILDING_NAME_RESIDENTAL_1,3,1,1,110,100,,bitmask(CLIMATE_TROPICAL),bitmask(TOWNZONE_OUTER_SUBURB | TOWNZONE_INNER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_BGOR, PASS,MAIL,FOOD, 0x56  ,107,)
TOWNBUILDING1(,BASETROP,RESIDENTALFLAT6,CLASS_RESIDENTIAL,desert_only_switch() && sametypenearby10_max_switch() && noslums_switch(),spriteset_residentalflat2_gnd(0),spriteset_residentalflat2_gnd(0),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_residentalflat2(0),spriteset_residentalflat2(0),0,8,16,TILETYPE_DESERT,0,1975,20,10,6,20, STR_TOWN_BUILDING_NAME_RESIDENTAL_1,4,2,1,130,120,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL),bitmask(TOWNZONE_CENTRE | TOWNZONE_INNER_SUBURB | TOWNZONE_OUTER_SUBURB),RECOLOUR_N, PASS,MAIL,FOOD, 0x56  ,108,)
TOWNBUILDING1(,BASETROP,RESIDENTALFLAT7,CLASS_RESIDENTIAL,sameclassnearby2_switch,spriteset_residentalflat2_gnd(1),spriteset_residentalflat2_gnd(1),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_residentalflat2(1),spriteset_residentalflat2(1),0,16,16,TILETYPE_DESERT,1967,MAX_YEAR,30,8,7,5, STR_TOWN_BUILDING_NAME_RESIDENTAL_1,3,2,1,100,90,,bitmask(CLIMATE_TEMPERATE | CLIMATE_TROPICAL),bitmask(TOWNZONE_EDGE  | TOWNZONE_OUTER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_SCSW_BGOR, PASS,MAIL,FOOD, 0x56  ,109,)
TOWNBUILDING1(,BASETROP,RESIDENTALFLAT8,CLASS_RESIDENTIAL,popmin1500_switch() && sameclassnearby2_switch(),spriteset_residentalflat2_gnd(2),spriteset_residentalflat2_gnd(2),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_residentalflat2(2),spriteset_residentalflat2(2),0,16,16,TILETYPE_DESERT,1880,2010,15,5,3,10, STR_TOWN_BUILDING_NAME_RESIDENTAL_1,3,1,1,80,60,,bitmask(CLIMATE_TEMPERATE | CLIMATE_TROPICAL),bitmask(TOWNZONE_EDGE  | TOWNZONE_OUTER_SUBURB | TOWNZONE_INNER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_N, PASS,MAIL,FOOD, 0x56  ,110,)
TOWNBUILDING1(,BASETROP,RESIDENTALFLAT9,CLASS_RESIDENTIAL,sameclassnearby2_switch,spriteset_residentalflat2_gnd(3),spriteset_residentalflat2_gnd(3),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_residentalflat2(3),spriteset_residentalflat2(3),0,16,16,TILETYPE_DESERT,1920,2025,20,5,6,5, STR_TOWN_BUILDING_NAME_RESIDENTAL_1,3,1,1,90,70,,bitmask(CLIMATE_TEMPERATE | CLIMATE_TROPICAL),bitmask(TOWNZONE_EDGE  | TOWNZONE_OUTER_SUBURB | TOWNZONE_INNER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_BGOR, PASS,MAIL,FOOD, 0x56  ,111,)
TOWNBUILDING1(,BASETROP,RESIDENTALFLAT10,CLASS_RESIDENTIAL,sameclassnearby2_switch,spriteset_residentalflat2_gnd(4),spriteset_residentalflat2_gnd(4),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_residentalflat2(4),spriteset_residentalflat2(4),0,16,16,TILETYPE_DESERT,1940,MAX_YEAR,25,8,3,5, STR_TOWN_BUILDING_NAME_RESIDENTAL_1,3,2,1,100,90,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TEMPERATE | CLIMATE_TROPICAL),bitmask(TOWNZONE_OUTER_SUBURB | TOWNZONE_INNER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_BGOR, PASS,MAIL,FOOD, 0x56  ,112,)
TOWNBUILDING1(,BASETROP,RESIDENTALFLAT11,CLASS_RESIDENTIAL,sameclassnearby2_switch,spriteset_residentalflat4_gnd(0),spriteset_residentalflat4_gnd(0),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_residentalflat4(0),spriteset_residentalflat4(0),0,8,16,TILETYPE_DESERT,1950,MAX_YEAR,12,4,2,0, STR_TOWN_BUILDING_NAME_RESIDENTAL_1,2,1,1,70,60,,bitmask(CLIMATE_TEMPERATE | CLIMATE_TROPICAL),bitmask(TOWNZONE_EDGE  | TOWNZONE_OUTER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_N, PASS,MAIL,WATR, 0x56  ,113,)
TOWNBUILDING1(,BASETROP,RESIDENTALFLAT12,CLASS_RESIDENTIAL,sametypenearby10_max_switch() && noslums_switch() ,spriteset_residentalflat4_gnd(1),spriteset_residentalflat4_gnd(1),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_residentalflat4(1),spriteset_residentalflat4(0),0,8,16,TILETYPE_DESERT,1600,1995,12,5,2,0, STR_TOWN_BUILDING_NAME_RESIDENTAL_1,3,2,1,160,100,,bitmask(CLIMATE_TROPICAL),bitmask(TOWNZONE_EDGE  | TOWNZONE_OUTER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_SCSW_BGOR, PASS,MAIL,FOOD, 0x56  ,114,)
TOWNBUILDING1(,BASETROP,RESIDENTALFLAT13,CLASS_RESIDENTIAL,sameclassnearby2_switch,spriteset_residentalflat4_gnd(2),spriteset_residentalflat4_gnd(2),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_residentalflat4(2),spriteset_residentalflat4(2),0,8,16,TILETYPE_DESERT,1880,2010,10,4,3,0, STR_TOWN_BUILDING_NAME_RESIDENTAL_1,2,1,1,70,60,,bitmask(CLIMATE_TEMPERATE | CLIMATE_TROPICAL),bitmask(TOWNZONE_EDGE  | TOWNZONE_OUTER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_N, PASS,MAIL,FOOD, 0x56  ,115,)
TOWNBUILDING1(,BASETROP,RESIDENTALFLAT14,CLASS_RESIDENTIAL,sameclassnearby2_switch,spriteset_residentalflat4_gnd(3),spriteset_residentalflat4_gnd(3),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_residentalflat4(3),spriteset_residentalflat4(3),0,8,16,TILETYPE_DESERT,1950,MAX_YEAR,15,4,6,0, STR_TOWN_BUILDING_NAME_RESIDENTAL_1,2,1,1,70,60,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TEMPERATE | CLIMATE_TROPICAL),bitmask(TOWNZONE_EDGE  | TOWNZONE_OUTER_SUBURB | TOWNZONE_INNER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_BGOR, PASS,MAIL,FOOD, 0x56  ,116,)
TOWNBUILDING1(,BASETROP,RESIDENTALFLAT15,CLASS_RESIDENTIAL,sameclassnearby2_switch,spriteset_residentalflat4_gnd(4),spriteset_residentalflat4_gnd(4),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_residentalflat4(4),spriteset_residentalflat4(4),0,8,16,TILETYPE_DESERT,1935,2045,12,5,3,0, STR_TOWN_BUILDING_NAME_RESIDENTAL_1,3,1,1,80,70,,bitmask(CLIMATE_TEMPERATE | CLIMATE_TROPICAL),bitmask(TOWNZONE_EDGE  | TOWNZONE_OUTER_SUBURB | TOWNZONE_INNER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_BBGM, PASS,MAIL,FOOD, 0x56  ,117,)
TOWNBUILDING1(,BASETROP,RESIDENTALNW0,CLASS_RESIDENTIAL,slope_NW_switch,spriteset_residentalNW1_gnd(0),spriteset_residentalNW1_gnd(0),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_residentalNW1(0),spriteset_residentalNW1(0),9,8,16,TILETYPE_DESERT,1880,2025,12,3,11,10, STR_TOWN_BUILDING_NAME_RESIDENTAL_1,2,1,1,60,70,,bitmask(CLIMATE_TEMPERATE | CLIMATE_TROPICAL),bitmask(TOWNZONE_EDGE  | TOWNZONE_OUTER_SUBURB | TOWNZONE_INNER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_BBGM, PASS,MAIL,FOOD, 0x56  ,118,)
TOWNBUILDING1(,BASETROP,RESIDENTALNW1,CLASS_RESIDENTIAL,slope_NW_switch,spriteset_residentalNW1_gnd(1),spriteset_residentalNW1_gnd(1),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_residentalNW1(1),spriteset_residentalNW1(1),9,8,16,TILETYPE_DESERT,1945,MAX_YEAR,10,3,14,10, STR_TOWN_BUILDING_NAME_RESIDENTAL_1,2,1,1,50,50,,bitmask(CLIMATE_TEMPERATE | CLIMATE_TROPICAL),bitmask(TOWNZONE_EDGE  | TOWNZONE_OUTER_SUBURB | TOWNZONE_INNER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_N, PASS,MAIL,FOOD, 0x56  ,119,)
TOWNBUILDING1(,BASETROP,RESIDENTALNW2,CLASS_RESIDENTIAL,slope_NW_switch,spriteset_residentalNW1_gnd(2),spriteset_residentalNW1_gnd(2),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_residentalNW1(2),spriteset_residentalNW1(2),9,8,16,TILETYPE_DESERT,1920,MAX_YEAR,10,3,15,5, STR_TOWN_BUILDING_NAME_RESIDENTAL_1,2,1,1,40,30,,bitmask(CLIMATE_TROPICAL),bitmask(TOWNZONE_EDGE  | TOWNZONE_OUTER_SUBURB | TOWNZONE_INNER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_N, PASS,MAIL,FOOD, 0x56  ,120,)
TOWNBUILDING1(,BASETROP,RESIDENTALNW3,CLASS_RESIDENTIAL,slope_NW_switch,spriteset_residentalNW1_gnd(3),spriteset_residentalNW1_gnd(3),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_residentalNW1(3),spriteset_residentalNW1(3),9,8,16,TILETYPE_DESERT,1920,MAX_YEAR,15,4,15,10, STR_TOWN_BUILDING_NAME_RESIDENTAL_1,3,1,1,70,60,,bitmask(CLIMATE_TEMPERATE | CLIMATE_TROPICAL),bitmask(TOWNZONE_EDGE  | TOWNZONE_OUTER_SUBURB | TOWNZONE_INNER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_N, PASS,MAIL,FOOD, 0x56  ,121,)
TOWNBUILDING1(,BASETROP,RESIDENTALNW4,CLASS_RESIDENTIAL,slope_NW_switch,spriteset_residentalNW1_gnd(4),spriteset_residentalNW1_gnd(4),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_residentalNW1(4),spriteset_residentalNW1(4),9,8,16,TILETYPE_DESERT,1950,MAX_YEAR,10,0,15,10, STR_TOWN_BUILDING_NAME_RESIDENTAL_1,3,1,1,70,70,,bitmask(CLIMATE_TROPICAL),bitmask(TOWNZONE_EDGE  | TOWNZONE_OUTER_SUBURB | TOWNZONE_INNER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_BBGM, PASS,WATR,FOOD, 0x56  ,122,)
TOWNBUILDING1(,BASETROP,RURALHOUSES0,CLASS_TROPIC,norainforest_switch() && noresidentials_nearby_switch(),spriteset_ruralhouses1_gnd(0),spriteset_ruralhouses1_gnd(0),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_ruralhouses1(0),spriteset_ruralhouses1(0),0,8,16,TILETYPE_DESERT,1800,2010,5,0,3,0,STR_TOWN_BUILDING_NAME_COTTAGES_1,2,1,0,15,20,,bitmask(CLIMATE_TROPICAL),bitmask(TOWNZONE_EDGE),RECOLOUR_BBGM, PASS,WATR,FOOD, 0x56  ,123,)
TOWNBUILDING1(,BASETROP,RURALHOUSES1,CLASS_TROPIC,norainforest_switch() && sametypenearby10_max_switch(),spriteset_ruralhouses1_gnd(1),spriteset_ruralhouses1_gnd(1),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_ruralhouses1(1),spriteset_ruralhouses1(1),0,8,16,TILETYPE_DESERT,0,2000,5,2,5,20, STR_TOWN_BUILDING_NAME_SACRED_SHRINE_1,4,2,1,120,70,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL),bitmask(TOWNZONE_EDGE  | TOWNZONE_OUTER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_N, PASS,MAIL,GOOD, 0x53  ,124,)
TOWNBUILDING1(,BASETROP,RURALHOUSES2,CLASS_TROPIC,noresidentials_nearby_switch,spriteset_ruralhouses1_gnd(2),spriteset_ruralhouses1_gnd(3),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_ruralhouses1(2),spriteset_ruralhouses1(3),0,8,16,TILETYPE_DESERT,1750,2010,5,0,5,0,STR_TOWN_BUILDING_NAME_COTTAGES_1,2,1,0,20,30,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL),bitmask(TOWNZONE_EDGE),RECOLOUR_N, PASS,WATR,FOOD, 0x56  ,125,)
TOWNBUILDING1(,BASETROP,RURALHOUSES3,CLASS_TROPIC,sameclassnearby2_switch,spriteset_ruralhouses1_gnd(4),spriteset_ruralhouses1_gnd(4),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_ruralhouses1(4),spriteset_ruralhouses1(4),0,8,16,TILETYPE_DESERT,1965,MAX_YEAR,6,0,3,0,STR_TOWN_BUILDING_NAME_COTTAGES_1,3,1,1,25,30,,bitmask(CLIMATE_TROPICAL),bitmask(TOWNZONE_EDGE),RECOLOUR_SCSW_BGOR, PASS,GOOD,FOOD, 0x56  ,126,)
//,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOUSELAYOUT1(,BASETROP,OLDFORT_1_S,CLASS_TROPIC,,spriteset_fortsold_gnd(3),spriteset_fortsold_desert_gnd(3),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_fortsold(3),spriteset_fortsold_desert(3),0,16,16,TILETYPE_DESERT,,,,,,,,,,,,,,,,,,,,,130,)
HOUSELAYOUT1(,BASETROP,OLDFORT_1_E,CLASS_TROPIC,,spriteset_fortsold_gnd(1),spriteset_fortsold_desert_gnd(1),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_fortsold(1),spriteset_fortsold_desert(1),0,16,16,TILETYPE_DESERT,,,,,,,,,,,,,,,,,,,,,129,)
HOUSELAYOUT1(,BASETROP,OLDFORT_1_W,CLASS_TROPIC,,spriteset_fortsold_gnd(2),spriteset_fortsold_desert_gnd(2),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_fortsold(2),spriteset_fortsold_desert(2),0,16,16,TILETYPE_DESERT,,,,,,,,,,,,,,,,,,,,,128,)
TOWNBUILDING2X2(,BASETROP,OLDFORT_1,CLASS_TROPIC,roadSE2_switch() && not_low_switch() && desert_or_rainforest_switch(),spriteset_fortsold_gnd(0),spriteset_fortsold_desert_gnd(0),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_fortsold(0),spriteset_fortsold_desert(0),0,16,16,TILETYPE_DESERT,0,1950,20,5,15,30, STR_TOWN_BUILDING_NAME_FORT_1,4,2,1,250,200,HOUSE_FLAG_STADIUM,bitmask(CLIMATE_TROPICAL),bitmask(TOWNZONE_EDGE),RECOLOUR_SCSW_BGOR, PASS,MAIL,FOOD,0x14,127,)
